subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
001	3	21	NA	2	61	69	0	0	ff	178	NA	NA
001	3	21	NA	2	61	69	0	0	fp	178	NA	NA
001	3	21	NA	2	61	69	0	0	rp	178	NA	NA
001	3	21	NA	2	61	69	0	0	pr	178	NA	NA
001	3	21	245	2	61	69	0	0	rr	178	NA	NA
001	3	21	245	2	61	69	0	0	tt	178	NA	NA
001	3	21	175	3	69	83	0	0	ff	178	NA	NA
001	3	21	175	3	69	83	0	0	fp	178	NA	NA
001	3	21	1128	3	69	83	0	0	rp	178	NA	NA
001	3	21	1	3	69	83	0	0	pr	178	NA	NA
001	3	21	708	3	69	83	0	0	rr	178	NA	NA
001	3	21	883	3	69	83	0	0	tt	178	NA	NA
001	3	21	315	4	83	102	0	0	ff	178	NA	NA
001	3	21	659	4	83	102	0	0	fp	178	NA	NA
001	3	21	659	4	83	102	0	0	rp	178	NA	NA
001	3	21	0	4	83	102	0	0	pr	178	NA	NA
001	3	21	0	4	83	102	0	0	rr	178	NA	NA
001	3	21	659	4	83	102	0	0	tt	178	NA	NA
001	2	2	122	1	0	64	0	0	ff	196	NA	NA
001	2	2	3515	1	0	64	0	0	fp	196	NA	NA
001	2	2	3515	1	0	64	0	0	rp	196	NA	NA
001	2	2	0	1	0	64	0	0	pr	196	NA	NA
001	2	2	0	1	0	64	0	0	rr	196	NA	NA
001	2	2	3515	1	0	64	0	0	tt	196	NA	NA
001	2	2	256	2	64	72	0	0	ff	196	NA	NA
001	2	2	455	2	64	72	0	0	fp	196	NA	NA
001	2	2	455	2	64	72	0	0	rp	196	NA	NA
001	2	2	0	2	64	72	0	0	pr	196	NA	NA
001	2	2	0	2	64	72	0	0	rr	196	NA	NA
001	2	2	455	2	64	72	0	0	tt	196	NA	NA
001	2	2	247	3	72	80	0	0	ff	196	NA	NA
001	2	2	247	3	72	80	0	0	fp	196	NA	NA
001	2	2	247	3	72	80	0	0	rp	196	NA	NA
001	2	2	0	3	72	80	0	0	pr	196	NA	NA
001	2	2	0	3	72	80	0	0	rr	196	NA	NA
001	2	2	247	3	72	80	0	0	tt	196	NA	NA
001	2	2	281	4	80	109	0	0	ff	196	NA	NA
001	2	2	835	4	80	109	0	0	fp	196	NA	NA
001	2	2	835	4	80	109	0	0	rp	196	NA	NA
001	2	2	0	4	80	109	0	0	pr	196	NA	NA
001	2	2	0	4	80	109	0	0	rr	196	NA	NA
001	2	2	835	4	80	109	0	0	tt	196	NA	NA
001	4	10	205	1	0	61	0	0	ff	220	NA	NA
001	4	10	3087	1	0	61	0	0	fp	220	NA	NA
001	4	10	3087	1	0	61	0	0	rp	220	NA	NA
001	4	10	0	1	0	61	0	0	pr	220	NA	NA
001	4	10	197	1	0	61	0	0	rr	220	NA	NA
001	4	10	3284	1	0	61	0	0	tt	220	NA	NA
001	4	10	433	2	61	69	0	0	ff	220	NA	NA
001	4	10	433	2	61	69	0	0	fp	220	NA	NA
001	4	10	856	2	61	69	0	0	rp	220	NA	NA
001	4	10	1	2	61	69	0	0	pr	220	NA	NA
001	4	10	226	2	61	69	0	0	rr	220	NA	NA
001	4	10	659	2	61	69	0	0	tt	220	NA	NA
001	4	10	336	3	69	85	0	0	ff	220	NA	NA
001	4	10	680	3	69	85	0	0	fp	220	NA	NA
001	4	10	680	3	69	85	0	0	rp	220	NA	NA
001	4	10	0	3	69	85	0	0	pr	220	NA	NA
001	4	10	0	3	69	85	0	0	rr	220	NA	NA
001	4	10	680	3	69	85	0	0	tt	220	NA	NA
001	4	10	71	4	85	116	0	0	ff	220	NA	NA
001	4	10	1403	4	85	116	0	0	fp	220	NA	NA
001	4	10	1403	4	85	116	0	0	rp	220	NA	NA
001	4	10	0	4	85	116	0	0	pr	220	NA	NA
001	4	10	0	4	85	116	0	0	rr	220	NA	NA
001	4	10	1403	4	85	116	0	0	tt	220	NA	NA
001	2	32	463	1	0	67	0	0	ff	223	NA	NA
001	2	32	3417	1	0	67	0	0	fp	223	NA	NA
001	2	32	3417	1	0	67	0	0	rp	223	NA	NA
001	2	32	0	1	0	67	0	0	pr	223	NA	NA
001	2	32	0	1	0	67	0	0	rr	223	NA	NA
001	2	32	3417	1	0	67	0	0	tt	223	NA	NA
001	2	32	326	2	67	75	0	0	ff	223	NA	NA
001	2	32	326	2	67	75	0	0	fp	223	NA	NA
001	2	32	326	2	67	75	0	0	rp	223	NA	NA
001	2	32	0	2	67	75	0	0	pr	223	NA	NA
001	2	32	0	2	67	75	0	0	rr	223	NA	NA
001	2	32	326	2	67	75	0	0	tt	223	NA	NA
001	2	32	276	3	75	95	0	0	ff	223	NA	NA
001	2	32	1467	3	75	95	0	0	fp	223	NA	NA
001	2	32	1467	3	75	95	0	0	rp	223	NA	NA
001	2	32	0	3	75	95	0	0	pr	223	NA	NA
001	2	32	0	3	75	95	0	0	rr	223	NA	NA
001	2	32	1467	3	75	95	0	0	tt	223	NA	NA
001	2	32	342	4	95	121	0	0	ff	223	NA	NA
001	2	32	753	4	95	121	0	0	fp	223	NA	NA
001	2	32	753	4	95	121	0	0	rp	223	NA	NA
001	2	32	0	4	95	121	0	0	pr	223	NA	NA
001	2	32	0	4	95	121	0	0	rr	223	NA	NA
001	2	32	753	4	95	121	0	0	tt	223	NA	NA
001	4	28	203	1	0	54	0	0	ff	232	NA	NA
001	4	28	3041	1	0	54	0	0	fp	232	NA	NA
001	4	28	3041	1	0	54	0	0	rp	232	NA	NA
001	4	28	0	1	0	54	0	0	pr	232	NA	NA
001	4	28	0	1	0	54	0	0	rr	232	NA	NA
001	4	28	3041	1	0	54	0	0	tt	232	NA	NA
001	4	28	710	2	54	62	0	0	ff	232	NA	NA
001	4	28	710	2	54	62	0	0	fp	232	NA	NA
001	4	28	710	2	54	62	0	0	rp	232	NA	NA
001	4	28	0	2	54	62	0	0	pr	232	NA	NA
001	4	28	0	2	54	62	0	0	rr	232	NA	NA
001	4	28	710	2	54	62	0	0	tt	232	NA	NA
001	4	28	257	3	62	81	0	0	ff	232	NA	NA
001	4	28	872	3	62	81	0	0	fp	232	NA	NA
